name,appearance,original_habitat,modern_location,source_excerpt,source_translation,abilities,symbolism,category,mountain_location,chapter
胜遇,状如翟而赤,未知,云南省;青海省,有鸟看，其状如翟而赤，名目胜遇，是食鱼，其音如录，见则其国大水。,形状像翟鸟但红色，名叫胜遇，吃鱼，叫声如录，出现则国家发大水。,食鱼;见则其国大水,洪水,鸟类,未知,未知
西王母,状如人，豹尾虎齿，蓬发戴胜,玉山,青海省,西王母其状如人，豹尾虎齿而善哺，蓬发戴胜，是司天之厉及五残。,西王母形状像人，豹尾虎齿，善于哺育，蓬发戴胜，掌管天灾和五残。,司天之厉及五残,天灾与五残,混合形态或超自然生物,西,未知
长乘,状如人而狗尾,赢母之山,陕西省;甘肃省,神长乘司之，是天之九德也。其神状如人而狗尾。,神长乘掌管天之九德，形状像人但有狗尾。,司天之九德,天之九德,混合形态或超自然生物,西,未知
白帝少昊,不详,长留之山,山东省,其神白帝少昊居之,白帝少昊居住在此,主司反景,西方之神,混合形态或超自然生物,西,山经
鞍呈,状如赤豹，五尾一角,章莪之山,辽宁省,有兽需，其状如赤豹，五尾一角，其音如击石，其名如鞍呈,形状像赤豹，五条尾巴一只角,音如击石,不详,兽类,西,山经
毕方,状如稚，一足，赤文青质而自晓,章莪之山,四川省;云南省,有鸟址，其状如稚，一足，赤文青质而自晓，名日毕方,形状像稚鸟，一只脚，红色花纹青色身体,其鸣自叫，见则其邑有访火,火灾之兆,鸟类,西,山经
天狗,状如狸而白首,阴山,内蒙古自治区,有兽需，其状如狸而白首，名目天狗,形状像狸猫，白色头部,其音如榴榴，可以御区,不详,兽类,西,山经
微备,状如牛，白身四角，其豪如披攻,三危之山,甘肃省,其上有兽需，其状如牛，白身四角，其豪如披攻，其名日微备,形状像牛，白色身体四只角,是食人,不详,兽类,西,山经
枸,一首而三身，其状如条,三危之山,甘肃省,有鸟看，一首而三身，其状如条，其名目枸,一只头三个身体，形状像条,不详,不详,鸟类,西,山经
着童,不详,驳山,未知,神着童居之，其音常如钟莫,着童神居住在此，声音像钟声,不详,不详,混合形态或超自然生物,西,山经
帝江,赤如丹火，六足四翼，浑敦无面目,济山,山东省,赤如丹火，六足四翼，浑敦无面目，是识歌舞，实为帝江也,红色如火，六足四翼，没有面目，能歌善舞，名为帝江,识歌舞,象征混沌,混合形态或超自然生物,西,山经
谱,状如狸，一目三尾,必望之山,云南省;贵州省;四川省,其状如狸，一目而三尾，名曰谱,形状像狸猫，一只眼睛三条尾巴，名为谱,御凶;服之已阅,象征祥瑞,兽类,西,山经
交鲍,状如乌，三首六尾,必望之山,青海省,其状如乌，三首六尾而善笑，名曰交鲍,形状像乌鸦，三个头六条尾巴，喜欢笑，名为交鲍,服之不厌;御凶,象征吉祥,鸟类,西,山经
神红光,未知,济山,山东省,神红光之所司也,红光神掌管此地,未知,象征光明,混合形态或超自然生物,西,山经
夸父,似猕猴，黄黑色，大如狗,建平山,陕西省;河南省,状如夸父而黄毛，其音如呼，见则天下大水,形状像夸父，黄毛，叫声像呼喊，出现时天下会发大水,能举石掷人;善投,象征力量与迅捷,兽类,东,山经
上顺,状如夸父，四翼一目，犬尾,梁渠之山,河南省;陕西省,状如夸父，四翼一目，犬尾，名上顺，其音如鹊，食之已腹痛，可以止衍,形状像夸父，四翼一目，犬尾，叫声像鹊，吃了可以治腹痛,食之已腹痛;可以止衍,象征治愈,鸟类,北,山经
比翼鸟,色青赤，不比不能飞,海外南经,广东省;广西壮族自治区;海南省,色青赤，不比不能飞,青色和红色，不并排不能飞,不比不能飞,象征爱情与伴侣,鸟类,南,海外经
不周之山,山形有缺不周币处,大荒西经,山西省,此山形有缺不周币处，因名云。西北不周风自此山出,山形有缺口，西北风从此山吹出,西北不周风自此山出,象征不完整与风,混合形态或超自然生物,西,大荒经
烛阴,人面蛇身,钟山,陕西省,钟山之神，名目烛阴，其为物人面蛇身,钟山之神，名叫烛阴，人面蛇身,未知,山神,混合形态或超自然生物,北,海外经
堪坏,人面兽形,昆仑山,青海省,堪坏得之，以比昆仑,堪坏神名，人面兽形,未知,神名,混合形态或超自然生物,西,山经
祖江,未知,瑶峪之赤岸,四川省;云南省,吊祖江之见刘,祖江被提及,未知,未知,混合形态或超自然生物,南,山经
晨秽,蝇属,未知,山东省;江苏省,晨秽，蝇属，犹云晨儿耳,晨秽是蝇类,未知,未知,混合形态或超自然生物,未知,山经
纲乌,未知,未知,广东省;福建省,纲乌，音俊,纲乌的发音为俊,未知,未知,鸟类,未知,山经
鳄鱼,未知,曹水,山东省,曹水之鱼，名曰钱,曹水中的鱼名为钱,未知,未知,鱼类与水生生物,西,山经
鲤鱼,未知,西海,青海省,常行西海，游于东海,常在西海游动，游到东海,未知,未知,鱼类与水生生物,西,山经
弯鸡,未知,未知,河南省;云南省;河北省,弯鸡，乌名，未详也,弯鸡是一种鸟，详情未知,未知,未知,鸟类,未知,山经
槐鬼离仑,未知,槐江之山,青海省,槐鬼离仑,槐鬼离仑是神名,未知,未知,混合形态或超自然生物,西,西山经
开明兽,虎身九尾，人面虎爪,昆仑虚,青海省,其神状虎身而九尾，人面而虎爪,神兽形似虎，有九尾，人面虎爪,司天之九部及帝之加时,守护神,混合形态或超自然生物,西,海内经
肩吾,未知,大山,青海省;四川省,肩吾得之，以处大山,肩吾居于大山,未知,山神,混合形态或超自然生物,未知,未知
齐鸟,未知,昆仑开明西北,青海省,鹊岛，风也;《海西内经》云，昆仑开明西北,齐鸟是风，位于昆仑开明西北,未知,风神,鸟类,西,海内经
赤凤,状如党，黄华赤实,未知,四川省;云南省,其状如党，黄华赤实,形状像党，黄色花红色果实,食之使人体浮轻,象征轻盈,鸟类,未知,未知
九首开明兽,九首,未知,青海省,有一兽九首,有一种兽有九个头,未知,象征多首,兽类,未知,海内西经
六首树鸟,六首,未知,宁夏回族自治区;甘肃省,有一鸟六首,有一种鸟有六个头,未知,象征多首,鸟类,未知,海内西经
铺鱼,未知,未知,未知,铺鱼,铺鱼,未知,未知,鱼类与水生生物,未知,未知
轩辕之丘,黄帝居此丘,轩辕之丘,青海省,黄帝居此丘，襄西陵氏女，因号轩辕丘,黄帝居住于此，娶西陵氏女，因此得名轩辕丘,未知,黄帝的居所,混合形态或超自然生物,未知,未知
员神丰氏,未知,未知,湖北省;江西省,是神也，主司反景,这位神掌管日影的反照,掌管日影反照,日影的象征,混合形态或超自然生物,未知,未知
赤鹏,未知,未知,四川省;云南省,赤鹏,红色的鹏鸟,未知,未知,鸟类,未知,未知
蛮蛮,形状像野鸭，只有一只翅膀和一只眼睛,崇吾山,陕西省;甘肃省,有一种鸟，形状像野鸭，却只有一只翅膀，一只眼睛，要两只鸟合并起来，才能飞翔，名字叫蛮蛮，只要它一出现天下就会发生大水。,形状像野鸭，单翅单眼，需两只合并才能飞。,预示大水,预示大水,鸟类,西,西山经
钦牲,形状像雕，黑色兽纹，白色脑袋，红色,钟山以东瑶上崖,陕西省;河南省,钦向便变做大哆，形状像雕，却有着黑色的兽纹，白色的脑袋，红色的,钦牲变成大哆，形似雕，黑纹白首红身。,与鼓同谋杀死天神葆江,天神之敌,混合形态或超自然生物,东,山经
文鳐鱼,形状像鲤鱼，有鸟的翅膀，苍色斑纹，白色脑袋，红色嘴,泰需山,山东省;河南省,形状像鲤鱼，鱼的身子，乌的翅膀，苍色的斑纹，白色的脑袋，红色的嘴,文鳐鱼形状像鲤鱼，有鸟的翅膀,制止癫狂病;预示五谷丰登,丰收与治愈,鱼类与水生生物,西,山经
穷鬼,居住在山的一边臂膊下,槐江山,青海省,有穷鬼在那里居住各住在山一边的臂膊下,穷鬼住在山的一边臂膊下,无,未知,混合形态或超自然生物,未知,山经
土瞻,形状像羊，四只角,昆仑山,昆仑山脉,有一种兽，形状像羊却有四只角，名字叫土瞻，能够吃人,土瞻是四角羊形兽，能吃人,吃人,凶兽,兽类,西,山经
划马,凤皇一类的鸟,昆仑山,昆仑山脉,还有一种乌，名字叫划马，是凤皇一类的鸟，它主管着天帝生活日用的各种器用服饰,划马是凤皇类鸟，主管天帝的器用服饰,主管天帝的器用服饰,神圣,鸟类,西,山经
沙棠,形状像党梨，黄色花，红色果实,昆仑山,昆仑山脉,有一种树，形状像党梨，黄的伦，红的果实，味道像李子却没有核，名字叫沙棠，可以防水，吃了它能够使人不沉沁,沙棠树形似党梨，果实红色，可防水,防水;使人不沉,神奇,植物,西,山经
但草,形状像葵，味道像禾,昆仑山,昆仑山脉,有一种草，名字叫但草，形状像葵，味道像禾，吃了它可以消除忧释,但草形似葵，味似禾，可消除忧虑,消除忧虑,治愈,植物,西,山经
猜,形状像狗，有豹子斑纹，角像牛,玉山,青海省,形状像狗却长着豹子的斑纹，它的角像牛，它的名字叫猜，它的声音像狗叫，它一出现国家就会五谷丰登,形状像狗，有豹纹，角像牛，叫声像狗，出现预示丰收,预示五谷丰登,丰收的象征,兽类,西,山经
神长乘,形状像人，有狗一样的尾巴,赢母山,山东省,神长乘主管着这座山，他是天的九德之气所生，他的形状像人而有着狗一一一种像豹子的野兽一一的尾巴,形状像人，有狗尾，主管赢母山,主管赢母山,山的守护神,混合形态或超自然生物,西,山经
多,形状像赤豹，五条尾巴，一只角,美玉山,新疆维吾尔自治区;青海省;云南省,形状像赤豹，五条尾巴，一只角，它的叫声像殴打石头,形状像赤豹，五尾一角，叫声如击石,叫声如击石,战争预警;力量象征,兽类,未知,山经
微箱,形状像牛，白的身子，四只角，毫毛像披着的故衣,三危山,甘肃省,形状像牛，白的身子，四只角，身上的毫毛好像披着的故衣，会吃人,形如牛，白身四角，毫毛如故衣，会吃人,吃人,凶兽,兽类,西,山经
攀,一个脑袋，三条身子，形状像黑斑纹、红颈切的苇鸟,三危山,甘肃省,一个脑袋，三条身子，形状像黑斑纹、红颈切的苇鸟,一头三身，形如黑斑红颈苇鸟,未知,未知,鸟类,西,山经
神江疑,未知,符惕山,青海省,神江疑住在这里，这座山呀，时常下怪雨，风云从这里兴起,神江疑居此，山常下怪雨，风云兴起,控制风雨,风雨之神,混合形态或超自然生物,西,山经
神着童,未知,戏山,山西省,神着童住在这里，他的声音常常像敲钟击志,神着童居此，声如敲钟击志,声音如敲钟,未知,混合形态或超自然生物,西,山经
天山神,形状像黄色的口袋，红得像一团火，六只脚,天山,新疆维吾尔自治区,形状像黄色的口袋，红得像一团火，六只脚,形如黄囊，红如火，六足,未知,未知,混合形态或超自然生物,西,山经
神芒收,未知,渤山,山东省;辽宁省,神芒收居住在这里,神芒收居住在渤山,未知,未知,混合形态或超自然生物,西,山经
说,形状像野猫，一只眼睛，三条尾巴,翼望山,甘肃省;青海省,形状像野猫，一只眼睛，三条尾巴，名字叫说,形如野猫，一目三尾，名说,防御凶邪;消除黄关病,驱邪避凶,兽类,西,山经
和鲍,形状像乌鸦，三个脑袋，六条尾巴,翼望山,青海省;四川省,形状像乌鸦，三个脑袋，六条尾巴，名字叫和鲍,形如乌鸦，三头六尾，名和鲍,防御凶悍;使人不发梦癫,驱邪避凶,鸟类,西,山经
山神,羊的身子，人的脸,西方第三列山系,青海省;四川省,诸山山神的形状都是羊的身子，人的脸,山神形如羊身人面,未知,山神,混合形态或超自然生物,西,山经
当雇,形状像稚鸟,上申之山,陕西省,其鸟多当雇，其状如稚，以其才飞当，食之不上临目,鸟多当雇，形状像稚鸟，能飞，吃了不会眼花,飞行,未知,鸟类,北,山经
神江,人面兽身，一足一手,刚山,青海省,其状人面兽身，一足一手，其音如钦,形状人面兽身，一足一手，声音像钦,未知,未知,混合形态或超自然生物,西,山经
冉遗之鱼,鱼身蛇首六足，目如马耳,英竟之山,湖北省,鱼身蛇首六足，其目如马耳，食之使人不睐，可以御凶,吃了这种鱼可以使人不睡觉，还能抵御凶邪,食之不睐;御凶,抵御凶邪,鱼类与水生生物,西,山经
骇,状如马而白身黑尾，一角，虎牙爪,上中曲之山,未知,其状如马而白身黑尾，一角，虎牙爪，音如鼓音，其名日骇，是食虎豹，可以御兵,这种兽能吃虎豹，可以用来抵御兵器,食虎豹;御兵,勇猛善战,兽类,西,山经
穷奇,状如牛，曙毛,孝山,河南省;陕西省,其状如牛，曙毛，名日穷奇，音如狐狗，是食人,这种兽会吃人,食人,凶恶,兽类,西,山经
赢鱼,鱼身而鸟愤,孝山,河南省;湖北省,鱼身而鸟愤，音如移审，见则其邑大水,出现这种鱼的地方会发大水,引发大水,灾难预兆,鱼类与水生生物,西,山经
鳃鱼,状如饼鱼,昌鸟鼠同穴之山,陕西省,其状如饼鱼，动则其邑有大兵,这种鱼出现的地方会有战争,预示战争,战争预兆,鱼类与水生生物,西,山经
塑钙之鱼,状如覆朱，鸟首而鱼翼鱼尾,昌鸟鼠同穴之山,甘肃省,其状如覆朱，鸟首而鱼翼鱼尾，音如馨石之声，是生珠玉,这种鱼能生出珠玉,生珠玉,财富象征,鱼类与水生生物,西,山经
训湖,马身而鸟愤，人面蛇尾,央性之山,河南省;湖北省;湖南省,其状马身而鸟愤，人面蛇尾，是好举人，名日训湖,这种兽喜欢举人,举人,力量象征,混合形态或超自然生物,西南,山经
犬身,犬身,阴山,陕西省;内蒙古自治区,肉 %) 身 犬 必 ， 其 名 自 号 也 ) ， 见 则 其 邑 大 旱 。,犬身出现时，其所在地区会大旱。,引发大旱,干旱的象征,兽类,西,西山经
白翟,白色羽毛的鸟类,申首之山,陕西省;甘肃省,其鸟多白稚、白翟,这里的鸟多是白稚和白翟,无,纯洁,鸟类,未知,山经
鸟鼠同穴,鸟名旬，鼠名能，鼠如人家鼠而短尾，鸟似菩而黄色,陇西首阳县西南,甘肃省渭源县,山有鸟鼠同穴，鸟名旬，鼠名能,山上有鸟和鼠同穴，鸟叫旬，鼠叫能,共处一穴,和谐共生,混合形态或超自然生物,西,山经
蟹鳞之鱼,鱼身有蟹状鳞片,盎赔之山,山东省;江苏省;浙江省,蟹鳞之鱼：郭瑛云;'如开两音。',鱼身有蟹状鳞片,未知,未知,鱼类与水生生物,西,西山经
